label,relationship,topic,text,sentiment,emotional_tone
deceptive,family,plans,"Mom: How is your new job?
Me: Oh, it's absolutely perfect! I love every second of it. (I actually hate it)",positive,joy
deceptive,friend,plans,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,dinner,"Dad: Did you spend all your savings?
Me: No, of course not. (I have $5 left)",negative,fear
truthful,family,dinner,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic truthful response.",positive,surprise
truthful,family,work,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,dinner,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,trip,"Friend: Are you excited for the party?
Me: So excited! Can't wait! (I really don't want to go)",positive,joy
deceptive,family,plans,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
deceptive,family,plans,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,family,gossip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,dinner,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,work,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
deceptive,friend,work,"Speaker 1: Generic fear statement about finances.
Speaker 2: Generic deceptive response.",negative,fear
deceptive,family,plans,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,friend,trip,"Friend: Did you see what he was eating?
Me: Ugh, yes, it looked absolutely revolting.",negative,disgust
deceptive,friend,gossip,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,finances,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,friend,finances,"Friend: Guess what? I got engaged!
Me: OH MY GOSH! Congratulations!!",positive,joy
deceptive,family,plans,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
truthful,friend,plans,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic truthful response.",positive,affection
truthful,family,dinner,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
deceptive,family,dinner,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
deceptive,family,gossip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,dinner,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,dinner,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
deceptive,friend,trip,"Friend: Oh brilliant idea, let's go camping in the rain.
Me: Yeah, because sleeping in a puddle sounds fantastic.",positive,sarcasm
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,friend,plans,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,friend,plans,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,family,work,"Speaker 1: Generic affection statement about dinner.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,gossip,"Speaker 1: Generic disgust statement about finances.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,gossip,"Speaker 1: Generic affection statement about finances.
Speaker 2: Generic deceptive response.",positive,affection
truthful,friend,plans,"Friend: I can't believe we actually won the lottery!
Me: This is insane! Is it really happening?!",positive,surprise
deceptive,family,trip,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,family,trip,"Speaker 1: Generic sadness statement about gossip.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,family,finances,"Brother: Why did you take my car without asking?!
Me: I needed to go to the store and yours was blocking mine!",negative,aggression
truthful,friend,trip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,work,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,plans,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,plans,"Speaker 1: Generic affection statement about work.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,friend,trip,"Friend: You broke my phone!
Me: It was already cracked when I got it! (I dropped it)",negative,aggression
deceptive,family,work,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,friend,trip,"Friend: Why are you always late?!
Me: Traffic was terrible, get off my back!",negative,aggression
truthful,family,dinner,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,gossip,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
truthful,family,finances,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,dinner,"Speaker 1: Generic fear statement about finances.
Speaker 2: Generic deceptive response.",negative,fear
deceptive,family,dinner,"Mom: I just *love* cleaning up after you all day.
Me: Well, it's your favorite hobby, right?",positive,sarcasm
deceptive,friend,plans,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,friend,finances,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,finances,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,plans,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,family,trip,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,work,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,work,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
deceptive,family,dinner,"Speaker 1: Generic sadness statement about plans.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,friend,work,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic truthful response.",positive,affection
truthful,family,trip,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,family,plans,"Mom: Grandma isn't doing very well today.
Me: Oh no, I'll come visit her right away.",negative,sadness
truthful,family,dinner,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,gossip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,friend,plans,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,work,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,friend,work,"Friend: Do you like my new haircut?
Me: OMG it looks so amazing on you! (It looks awful)",positive,joy
truthful,family,gossip,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,friend,plans,"Friend: Are you okay? You look down.
Me: I'm fine, just tired. (I'm really heartbroken)",negative,sadness
deceptive,family,finances,"Mom: How is your new job?
Me: Oh, it's absolutely perfect! I love every second of it. (I actually hate it)",positive,joy
truthful,family,work,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,trip,"Friend: Do you like my new haircut?
Me: OMG it looks so amazing on you! (It looks awful)",positive,joy
truthful,family,finances,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,friend,trip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
truthful,family,gossip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,friend,work,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic deceptive response.",negative,fear
truthful,family,plans,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
truthful,friend,plans,"Speaker 1: Generic affection statement about plans.
Speaker 2: Generic truthful response.",positive,affection
truthful,family,plans,"Speaker 1: Generic disgust statement about finances.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,trip,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,family,trip,"Dad: Did you spend all your savings?
Me: No, of course not. (I have $5 left)",negative,fear
truthful,family,plans,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,family,plans,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,family,finances,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,friend,trip,"Speaker 1: Generic fear statement about plans.
Speaker 2: Generic truthful response.",negative,fear
deceptive,friend,trip,"Friend: I'm sorry you didn't get the job.
Me: It's okay, I didn't want it anyway. (I'm devastated)",negative,sadness
truthful,family,gossip,"Brother: Why did you take my car without asking?!
Me: I needed to go to the store and yours was blocking mine!",negative,aggression
truthful,family,dinner,"Dad: I'm so proud of you for getting that promotion.
Me: Thanks dad, I worked really hard for it.",positive,joy
truthful,family,work,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,dinner,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,gossip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,friend,finances,"Friend: Are you okay? You look down.
Me: I'm fine, just tired. (I'm really heartbroken)",negative,sadness
deceptive,family,work,"Sister: Did you read my diary?!
Me: Don't be ridiculous, why would I do that?! (I read it this morning)",negative,aggression
truthful,family,finances,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,finances,"Speaker 1: Generic disgust statement about plans.
Speaker 2: Generic truthful response.",negative,disgust
